StoreName,CityName,Street Address,Longitude,Latitude,province,cityE
宁波天一2店,宁波市,"海曙区, 酷购商城, 中山中路1号",121.55,29.87,Zhejiang,Ningbo
宁海太平洋国购店,宁波市,"宁海县, 宁海太平洋国购, 长兴东路368号江北恒一广场1F 1-17",121.43,29.3,Zhejiang,Ningbo
宁波江北恒一广场店,宁波市,"浙江省宁波市江北区, 海曙区江厦街23号1A-5单元",121.5,29.93,Zhejiang,Ningbo
宁波东门银泰店,宁波市,"浙江省宁波市, 新碶长江路465-469号",121.56,29.87,Zhejiang,Ningbo
宁波北仑长江国际店,宁波市,"北仑区, 宁波北仑长江国际, 四明中路999号",121.85,29.91,Zhejiang,Ningbo
宁波鄞州万达店,宁波市,"鄞州区, 室内步行街一层1A-41-1号, 桑田路299号FF-02室",121.54,29.83,Zhejiang,Ningbo
宁波江东桑田路店,宁波市,"江东区, 华润万家生活超市, 府桥街37号",121.59,29.87,Zhejiang,Ningbo
宁波鼓楼店,宁波市,"海曙区, 鼓楼1F, 江北外马路123号",121.55,29.87,Zhejiang,Ningbo
宁波老外滩店,宁波市,"江北区, 宁波老外滩, 中官西路777号科创大厦101室",121.56,29.88,Zhejiang,Ningbo
宁波镇海大学科技园店,宁波市,"镇海区, 宁波国家大学科技园, 日丽中路南部商务区水街6号楼6102及6202单元",121.61,29.91,Zhejiang,Ningbo
宁波水街店,宁波市,"鄞州区, 水街, 中山东路1083号",121.55,29.81,Zhejiang,Ningbo
宁波世纪东方广场店,宁波市,"江东区, 世纪东方广场一楼F1016号商铺, 和义路76号1041A",121.59,29.86,Zhejiang,Ningbo
宁波和义大道店,宁波市,"海曙区, 和义大道",121.56,29.87,Zhejiang,Ningbo
宁波鄞州天旋巷店,宁波市,"鄞州区四明中路688号F1-07室, 健康路157号",121.55,29.83,Zhejiang,Ningbo
余姚舜大店,宁波市,"余姚市, 舜大, 江东区江东北路街",121.16,30.05,Zhejiang,Ningbo
宁波和丰创意广场店,宁波市,"浙江省宁波市, 425号004幢1-1单元",121.57,29.88,Zhejiang,Ningbo
宁波天一国购店,宁波市,"海曙区中山东路166号一楼020-1号位, 宁波象山国际风情街",121.55,29.87,Zhejiang,Ningbo
宁波象山风情街店,宁波市,"象山县丹河东路905-1号, 新星路111号",121.9,29.46,Zhejiang,Ningbo
宁波高鑫广场店,宁波市,"海曙区, 江东区徐戎路（临）39号4号楼101室",121.53,29.9,Zhejiang,Ningbo
宁波集盒店,宁波市,"浙江省宁波市, 四明西路855号",121.57,29.87,Zhejiang,Ningbo
余姚万达店,宁波市,"余姚市, 万达广场, 北岸财富中心120号",121.13,30.03,Zhejiang,Ningbo
宁波北岸财富中心店,宁波市,"江北区, 南塘河街260号",121.55,29.89,Zhejiang,Ningbo
宁波南塘老街店,宁波市,"海曙区, 泰康东路199号宁波诺丁汉大学5号教学楼118室",121.54,29.85,Zhejiang,Ningbo
宁波诺丁汉大学店,宁波市,"鄞州区, 宁波诺丁汉大学, 镇海区庄市大道1088号F120铺",121.56,29.8,Zhejiang,Ningbo
宁波镇海万科1902店,宁波市,"浙江省宁波市, 鄞州区钱湖南路1号浙江大学宁波理工学院",121.63,29.93,Zhejiang,Ningbo
浙大宁波理工学院店,宁波市,"浙江省宁波市, 图书馆1楼1室, 华润万家",121.58,29.81,Zhejiang,Ningbo
慈溪新城大道北路店,慈溪市,"新城大道北路269-325号1F-05A, 青少年宫南路99号",121.27,30.17,,
慈溪银泰店,慈溪市,"浒山街道, 银泰",121.25,30.17,,
慈溪绿城慈园店,慈溪市,浒山路256~262号,121.26,30.17,,
慈溪嘉丽环球中心店,慈溪市,"水门路3号, 慈溪滨湖天地购物中心",121.24,30.17,,
慈溪保利广场店,慈溪市,"三北西大街1151、1553号A1-20a, 五常大道1号",121.21,30.18,,
杭州西溪印象城店,杭州市,"余杭区, 杭州西溪印象城, 环城北路230号",120.05,30.25,Zhejiang,Hangzhou
杭州大厦C座店,杭州市,"下城区, 杭州大厦C座2F, 滨江区阡陌路459号聚光中心A座101室",120.16,30.27,Zhejiang,Hangzhou
杭州聚光科技店,杭州市,"浙江省杭州市, 台州路2号运河上街商业中心151铺位",120.22,30.21,Zhejiang,Hangzhou
杭州运河上街店,杭州市,"拱墅区, 北干街道市心中路618号",120.14,30.32,Zhejiang,Hangzhou
萧山宝盛宾馆店店,杭州市,"杭州市萧山区, 萧山区, 杭行路666号拱墅万达广场一层1001号铺位",120.27,30.18,Zhejiang,Hangzhou
杭州拱墅万达店,杭州市,"拱墅区, 拱墅万达广场, 城星路59号东杭大厦一层2号商铺",120.12,30.33,Zhejiang,Hangzhou
杭州东杭大厦店,杭州市,"江干区, 杭州东杭大厦, 飞云江路19号",120.21,30.24,Zhejiang,Hangzhou
杭州赞成太和广场店,杭州市,"上城区, 太和广场, 教工路26号",120.18,30.22,Zhejiang,Hangzhou
杭州EAC店,杭州市,"西湖区, 世贸丽晶城欧美中心2号楼G区107,108室, 杭大路15号1-2F",120.14,30.27,Zhejiang,Hangzhou
杭州嘉华店,杭州市,"西湖区, 杭州嘉华, 江南大道228号",120.14,30.27,Zhejiang,Hangzhou
杭州星光大道店,杭州市,"滨江区, 星光国际广场1-101＆1-201, 解放东路29号迪凯银座104室",120.21,30.21,Zhejiang,Hangzhou
杭州迪凯银座店,杭州市,"杭州市江干区, 灵隐路36-2号",120.21,30.24,Zhejiang,Hangzhou
杭州灵隐路店,杭州市,"西湖区, 灵隐路, 金沙大道560号龙湖金沙天街1F-054和2F-052A",120.11,30.24,Zhejiang,Hangzhou
杭州下沙龙湖店,杭州市,"经济技术开发区, 杭州下沙龙湖金沙天街, 西兴街道滨康路228号3幢A座101室-102室",120.33,30.31,Zhejiang,Hangzhou
杭州万福中心店,杭州市,"滨江区, 杭州万福中心, 市民中心H座地下一层3、4、5号商铺",120.21,30.18,Zhejiang,Hangzhou
杭州市民中心店,杭州市,"江干区, 上城区钱江路407号",120.21,30.25,Zhejiang,Hangzhou
杭州望江府店,杭州市,"浙江省杭州市, 藕花洲大街303号莱蒙商业广场1-1商铺",120.19,30.23,Zhejiang,Hangzhou
杭州临平莱蒙商业广场店,杭州市,"余杭区, 莱蒙商业广场, 江汉路1785号",120.3,30.42,Zhejiang,Hangzhou
杭州滨江网新店,杭州市,"滨江区, 网新.双城大厦4号楼1层4-101, 江干区新风路619号",120.2,30.21,Zhejiang,Hangzhou
杭州城东汇和城店,杭州市,"浙江省杭州市, 汇和城第一层1050号商铺和第二层2060号商铺, 三墩镇厚仁路339-341号",120.21,30.29,Zhejiang,Hangzhou
杭州303生活广场店,杭州市,"西湖区, 杭州303生活广场, 延安路292号工联大厦一至二层",120.08,30.33,Zhejiang,Hangzhou
杭州工联大厦店,杭州市,"上城区, 杭州工联大厦, 学院路77号黄龙国际中心H楼101室",120.16,30.25,Zhejiang,Hangzhou
杭州新芯智谷GHI店,杭州市,"西湖区, 杭州黄龙国际中心, 蕙兰雅路388号3幢129、130室",120.13,30.28,Zhejiang,Hangzhou
杭州丁兰广场店,杭州市,"江干区, 丁兰广场, 博卡路16号杭州博货国际购物广场",120.23,30.35,Zhejiang,Hangzhou
杭州博货国际购物广场店,杭州市,"余杭区, 博美商城16-1-106商铺, 上城区延安路278号第一层A108号商铺",120.29,30.34,Zhejiang,Hangzhou
杭州湖滨银泰C区店,杭州市,"浙江省杭州市, 解百新世纪第GF层",120.16,30.25,Zhejiang,Hangzhou
杭州解百新世纪店,杭州市,"上城区解放路249号, 及第1F层的002/101号商铺, 余杭塘路515号矩阵国际中心1号写字楼大堂内1-01部位",120.17,30.25,Zhejiang,Hangzhou
杭州矩阵国际店,杭州市,"拱墅区, 杭州矩阵国际, 万华广场1-016号铺位",120.11,30.29,Zhejiang,Hangzhou
杭州临安万华广场店,杭州市,"临安市钱王街855号, 上城区中山南路77号第1-18、1-20号铺位",119.71,30.22,Zhejiang,Hangzhou
杭州利星1157店,杭州市,浙江省杭州市,120.17,30.23,Zhejiang,Hangzhou
杭州萧山宝龙店,杭州市,"萧山区金鸡路1057、1059、1061号, 2号大街999号天和达城一至二层",120.25,30.2,Zhejiang,Hangzhou
杭州下沙和达城店,杭州市,"经济技术开发区, 下沙和达城, 4号大街505-1号",120.35,30.31,Zhejiang,Hangzhou
杭州下沙上品店,杭州市,"经济技术开发区, 上品商业, 桐庐县迎春南路666号",120.35,30.31,Zhejiang,Hangzhou
杭州桐庐利时广场店,杭州市,"浙江省杭州市, 桐庐利时广场1楼109室, 良渚街道古墩路1888号永旺梦乐城",119.69,29.8,Zhejiang,Hangzhou
杭州永旺梦乐城店,杭州市,"余杭区, 1F-171号商铺, 北山街82号",120.06,30.36,Zhejiang,Hangzhou
杭州曲院风荷店,杭州市,"西湖区, 曲院风荷竹素园商业网点, 富春路701号",120.13,30.25,Zhejiang,Hangzhou
杭州万象城店,杭州市,"江干区, 杭州万象城B1层B151号商铺, 朝晖路205号深蓝广场108商铺",120.22,30.25,Zhejiang,Hangzhou
杭州深蓝广场店,杭州市,"下城区, 杭州深蓝广场, 天城路1号",120.17,30.28,Zhejiang,Hangzhou
杭州东站到达区店,杭州市,"江干区, 火车东站地下一层HD-B1-01星巴克, 湖滨路1号",120.21,30.29,Zhejiang,Hangzhou
杭州湖滨路店,杭州市,"上城区, 湖滨路, 华联时代大厦A幢103-1室",120.16,30.25,Zhejiang,Hangzhou
杭州UDC店,杭州市,"江干区, UDC时代大厦, 西湖区转塘街道双流689号",120.22,30.25,Zhejiang,Hangzhou
杭州转塘金街美地店,杭州市,"浙江省杭州市, 金街美地商业中心一号楼101室, 建德市新安江街道盛德国际广场4幢4",120.08,30.15,Zhejiang,Hangzhou
杭州建德太平洋购物中心店,杭州市,"浙江省杭州市, 1030号、4,1031号、4,1032号、4,1033号、4,1034号商铺, 富春路701号B1层B1S08号商铺",119.28,29.47,Zhejiang,Hangzhou
杭州万象城二店,杭州市,"江干区, 杭州万象城, 新塘路108号天虹购物中心的B座楼一层131号商铺",120.21,30.25,Zhejiang,Hangzhou
杭州天虹店,杭州市,"江干区, 天虹商场, 滨江区江南大道618号",120.21,30.26,Zhejiang,Hangzhou
杭州东冠大厦店,杭州市,"浙江省杭州市, 祥园路99号",120.2,30.2,Zhejiang,Hangzhou
杭州北部软件园店,杭州市,"杭州市拱墅区, 101、103商铺, 天目山路274号",120.12,30.34,Zhejiang,Hangzhou
杭州黄龙时代广场店,杭州市,"西湖区, 海创园1F",120.13,30.27,Zhejiang,Hangzhou
杭州海创园店,杭州市,"文一西路998号, 滨安路1190号3幢",120.02,30.28,Zhejiang,Hangzhou
杭州智汇中心店,杭州市,"滨江区, 平海路124号",120.18,30.19,Zhejiang,Hangzhou
杭州凯悦店,杭州市,"上城区, 利星名品广场, 良渚文化村食街",120.16,30.25,Zhejiang,Hangzhou
杭州良渚文化村店,杭州市,"杭州市余杭区, 2-01、2-08号单元, 北山街9号",120.03,30.36,Zhejiang,Hangzhou
杭州断桥店,杭州市,"西湖区, 蒋经国故居副楼, 古墩路588号",120.15,30.26,Zhejiang,Hangzhou
杭州古墩印象城,杭州市,"余杭区, 杭州古墩印象城一楼, 西溪天堂国际旅游综合体20号-10",120.1,30.29,Zhejiang,Hangzhou
杭州西溪天堂店,杭州市,"西湖区, 城星路125号",120.09,30.27,Zhejiang,Hangzhou
杭州滨江城市之星店,杭州市,"江干区, 杭州滨江城市之星, 西湖区紫霞街155号",120.2,30.24,Zhejiang,Hangzhou
杭州西溪诚品店,杭州市,"浙江省杭州市, 西溪诚品1号楼103-01号商铺, 环城北路258号",120.07,30.29,Zhejiang,Hangzhou
杭州大厦D座店,杭州市,"下城区, 杭州大厦, 金城路333号",120.16,30.27,Zhejiang,Hangzhou
萧山城市生活广场店,杭州市,"萧山区, 城市生活广场店, 机场路119-131号第一层A-15号商铺",120.25,30.18,Zhejiang,Hangzhou
杭州天城国际店,杭州市,"杭州市江干区, 江干区, 杭州火车东站3F-HD-55号",120.19,30.29,Zhejiang,Hangzhou
杭州东站出发夹层店,杭州市,"江干区天城路1号, 火车东站东广场",120.21,30.29,Zhejiang,Hangzhou
杭州火车东站东广场店,杭州市,"杭州市江干区, 地下一层C01号商铺, 海达南路397号一层1A-01号单元",120.21,30.29,Zhejiang,Hangzhou
杭州下沙银泰城店,杭州市,"经济技术开发区, 北山街87号-5",120.33,30.3,Zhejiang,Hangzhou
杭州北山路店,杭州市,"西湖区, 秀水广场A-1营业房",120.13,30.25,Zhejiang,Hangzhou
杭州千岛湖秀水广场店,杭州市,"淳安县千岛湖镇阳光路89号, 萧山国际机场T3航站楼出发层禁区内",119.04,29.62,Zhejiang,Hangzhou
萧山机场出发禁区店,杭州市,"萧山区, 萧山国际机场T3, 湖墅南路90号",120.44,30.24,Zhejiang,Hangzhou
杭州苏宁生活广场店,杭州市,"拱墅区, 杭州苏宁生活广场, 上塘路158号省人民医院1号楼一层",120.16,30.28,Zhejiang,Hangzhou
杭州浙江省人民医院店,杭州市,"下城区, 浙江省人民医院, 桐庐县江南镇小潘村",120.17,30.29,Zhejiang,Hangzhou
G25高速桐庐服务区南区店,杭州市,"浙江省杭州市, （桐庐服务区南区N02商铺）, 景昙路9号西子国际中心一层第1018号商铺",119.8,29.84,Zhejiang,Hangzhou
杭州501城市广场1F店,杭州市,"杭州市江干区, 江干区, 体育场路178号",120.2,30.26,Zhejiang,Hangzhou
杭州浙江日报社店,杭州市,"下城区, 浙江日报社一楼, 丰潭路380号",120.17,30.27,Zhejiang,Hangzhou
杭州银泰城西二店,杭州市,"西湖区, 银泰城1F016~2F018, 湖墅南路240号1F",120.11,30.3,Zhejiang,Hangzhou
杭州宜家道店,杭州市,"拱墅区, 红石板商铺, 东新路822号中大银泰城一层L108单元",120.15,30.28,Zhejiang,Hangzhou
杭州中大银泰城店,杭州市,"下城区, 中大银泰城, 丰潭路380号",120.18,30.33,Zhejiang,Hangzhou
杭州银泰城西一店,杭州市,"西湖区, 银泰城1F066~068, 文一路296号",120.11,30.3,Zhejiang,Hangzhou
杭州文一汇和城店,杭州市,"西湖区, 杭州文一汇和城, 朝晖路108号102室商铺",120.12,30.29,Zhejiang,Hangzhou
杭州和平饭店店,杭州市,"下城区, 和平饭店, 西湖区杭大路1号黄龙世纪广场",120.18,30.28,Zhejiang,Hangzhou
杭州黄龙世纪广场店,杭州市,"浙江省杭州市, B区一层15号室, 江南大道3588号、火炬大道499号",120.14,30.27,Zhejiang,Hangzhou
杭州恒生电子店,杭州市,"浙江省杭州市滨江区, 2幢B101、B102单元, 文二路333号大华华领国际大厦",120.17,30.19,Zhejiang,Hangzhou
杭州大华华领国际店,杭州市,"西湖区, 大华华领国际, 景昙路18-26号",120.12,30.28,Zhejiang,Hangzhou
杭州银泰庆春店,杭州市,"江干区, 银泰百货庆春店一楼, 庆春路122号",120.2,30.26,Zhejiang,Hangzhou
杭州庆春路店,杭州市,"下城区, 嘉德广场1楼, 延安路385号嘉里中心购物中心4层L419b号单元",120.17,30.26,Zhejiang,Hangzhou
杭州嘉里中心4F店,杭州市,"杭州市下城区, 圣塘景区8号",120.16,30.26,Zhejiang,Hangzhou
杭州石函店,杭州市,"西湖区, 石函精舍, 绍兴路161号野风现代中心一层",120.16,30.26,Zhejiang,Hangzhou
杭州野风现代中心店,杭州市,"下城区, 杭州野风现代中心, 西湖文化广场",120.18,30.29,Zhejiang,Hangzhou
杭州西湖文化广场店,杭州市,"下城区, 18号1楼1A-09号, 南山路147号6号楼",120.16,30.28,Zhejiang,Hangzhou
杭州西湖天地店,杭州市,"上城区, 西湖天地, 莫干山路街1509号",120.16,30.25,Zhejiang,Hangzhou
杭州西田城购物中心店,杭州市,"杭州市余杭区, 西田城购物中心一层A1F-008-1商铺, 余杭区五常大道1号",120.09,30.34,Zhejiang,Hangzhou
杭州西溪印象城中庭店,杭州市,"浙江省杭州市, 西溪印象城地上第1层的P1-01-65单元, 西溪路546号2-102和2-103-1",120.05,30.25,Zhejiang,Hangzhou
杭州西溪新座店,杭州市,"西湖区, 西溪新座, 市心中路268号",120.11,30.27,Zhejiang,Hangzhou
萧山银隆百货店,杭州市,"萧山区, 萧山银隆百货, 山阴路754号5幢1层（近工人路路口）",120.27,30.17,Zhejiang,Hangzhou
杭州萧山恒隆广场店,杭州市,"萧山区, 萧山恒隆广场, 复广直街8号赞成中心1号商铺",120.26,30.18,Zhejiang,Hangzhou
杭州赞成中心店,杭州市,"上城区, 延安路530号",120.18,30.21,Zhejiang,Hangzhou
杭州银泰店,杭州市,"上城区, 银泰, 萧山国际机场T3航站楼出发层禁区外",120.16,30.27,Zhejiang,Hangzhou
萧山机场出发广场店,杭州市,"萧山区, 萧山国际机场T3, 江干区新塘路58号第一层101号商铺",120.44,30.24,Zhejiang,Hangzhou
杭州新传媒大厦店,杭州市,"浙江省杭州市, 桐庐县江南镇小潘村",120.21,30.26,Zhejiang,Hangzhou
G25高速桐庐服务区北区店,杭州市,"浙江省杭州市, （桐庐服务区北区N02商铺）, 万塘路262号万塘汇2#101室",119.8,29.84,Zhejiang,Hangzhou
杭州万塘汇店,杭州市,"浙江省杭州市, 上城区解放路91、93号",120.12,30.28,Zhejiang,Hangzhou
杭州解放路汇和城店,杭州市,"浙江省杭州市, 天工艺苑一层01号商铺",120.18,30.25,Zhejiang,Hangzhou
杭州金逸影视中心店,杭州市,"杭州下城区东新路655号1层1-13单元, 春秋北路271-1号",120.17,30.32,Zhejiang,Hangzhou
杭州富阳银泰店,杭州市,"富阳市, 银泰",119.94,30.06,Zhejiang,Hangzhou
杭州桐庐立山国际店,杭州市,"迎春南路281号, 东信大道1232号",119.69,29.79,Zhejiang,Hangzhou
杭州天寓店,杭州市,"滨江区, 杭州天寓, 望江东路332号望江国际中心3号楼一层102号商铺",120.15,30.19,Zhejiang,Hangzhou
杭州望江国际店,杭州市,"上城区, 望江国际中心, 拱墅区祥园路28号107、108商铺",120.19,30.23,Zhejiang,Hangzhou
杭州乐富智汇园店,杭州市,"浙江省杭州市, 灵隐路38号一层5室E01",120.11,30.33,Zhejiang,Hangzhou
杭州灵隐解百店,杭州市,"西湖区, 之江路148号",120.11,30.24,Zhejiang,Hangzhou
杭州宋城店,杭州市,"浙江省杭州市西湖区, 宋城景区第16幢,17幢01部分, 延安路98号西湖银泰城一层",120.1,30.17,Zhejiang,Hangzhou
杭州西湖银泰二店,杭州市,"上城区, 杭州西湖银泰城, 滨盛路3867号第一层M-F1-030号商铺",120.17,30.24,Zhejiang,Hangzhou
杭州滨江宝龙北区店,杭州市,"杭州市滨江区, 西湖区杨梅山路343号",120.17,30.19,Zhejiang,Hangzhou
杭州西湖区和家园店,杭州市,"浙江省杭州市, 一楼101室二楼201室, 延安路179号",120.06,30.23,Zhejiang,Hangzhou
杭州解百元华店,杭州市,"上城区, 解百新元华, 富春街道金桥北路1号",120.16,30.25,Zhejiang,Hangzhou
杭州富阳东方茂店,杭州市,"富阳区, 富阳东方茂1065部位, 延安路98号",119.93,30.05,Zhejiang,Hangzhou
杭州新银泰店,杭州市,"上城区, 银泰百货西湖店B1F",120.16,30.24,Zhejiang,Hangzhou
杭州临平和合广场店,杭州市,"杭州市余杭区东湖南路59号, 江陵路2028号3幢101-6&7室",120.31,30.42,Zhejiang,Hangzhou
杭州乐宜城店,杭州市,"滨江区, 星耀城, 体育场路218号杭州日报老大楼东面一层",120.22,30.21,Zhejiang,Hangzhou
杭州日报店,杭州市,"下城区, 杭州日报, 星光城二层L249号",120.17,30.27,Zhejiang,Hangzhou
杭州星光城1店,杭州市,"滨江区长河街道滨盛路1766号, 东方时代购物中心",120.21,30.21,Zhejiang,Hangzhou
衢州江山东方店,江山市,"鹿溪南路365号, 启潮路199号",118.63,28.73,,
浙江奥特莱斯店,海宁市,"长安镇农发区, 奥特莱斯, G60沪杭高速长安服务区北区CAB101",120.38,30.34,,
G60长安服务区北区店,海宁市,"长安镇兴福村北角兜38号, G60沪杭高速长安服务区南区CAN101",120.46,30.49,,
G60长安服务区南区店,海宁市,长安镇兴福村北角兜38号,120.47,30.49,,
温岭锦屏店,温岭市,太平街道万泉东路234号（新天地2-101，2-102，2-201）,121.39,28.37,,
温岭千禧店,温岭市,"太平街道东城路20号, 锦屏路92号",121.37,28.37,,
温岭锦江店,温岭市,温岭市,121.39,28.38,,
温岭银泰城店,温岭市,"中华路728号, 永嘉县瓯北镇双塔路",121.36,28.39,,
温州置诚广场店,温州市,"浙江省温州市, 瓯海区瓯海大道1299号1-2层的L1057和L2029单元",120.64,28.04,Zhejiang,Wenzhou
温州银泰奥莱店,温州市,"浙江省温州市, 瓯海区温瑞大道999号",120.6,27.96,Zhejiang,Wenzhou
温州万象城二楼店,温州市,"浙江省温州市, 二层L201-L202室, 车站大道288号",120.69,27.95,Zhejiang,Wenzhou
温州时代店,温州市,"鹿城区, 温州时代广场购物中心一楼",120.68,28.0,Zhejiang,Wenzhou
温州平阳银泰店,温州市,"平阳县车站大道1188号一层1001室, 解放南路与荷花路交叉口",120.57,27.6,Zhejiang,Wenzhou
温州银泰店,温州市,"鹿城区, 银泰, 1-2层B1-07—B2-07单元",120.66,28.01,Zhejiang,Wenzhou
温州梦多多店店,温州市,"瓯海区六虹桥路1189号, 瓯海区温瑞大道999号",120.63,27.98,Zhejiang,Wenzhou
温州万象城五楼店,温州市,"浙江省温州市, 五层L518室, 府前街1-2层N9号、N10号",120.69,27.95,Zhejiang,Wenzhou
温州五马街店,温州市,"鹿城区, 五马商厦, 龙港财富广场",120.66,28.01,Zhejiang,Wenzhou
温州龙港财富广场店,温州市,"龙港镇广场路61-145号, 人民中路1号",120.54,27.58,Zhejiang,Wenzhou
温州人民路店,温州市,"鹿城区, 人民路, 永中街道永定路1188号",120.66,28.01,Zhejiang,Wenzhou
温州龙湾万达店,温州市,"龙湾区, 一楼1001号铺位, 鹿城区黎明工业区21号101单元",120.81,27.92,Zhejiang,Wenzhou
温州东瓯智库店,温州市,"浙江省温州市, 报喜鸟大楼",120.71,28.0,Zhejiang,Wenzhou
温州瓯北凤凰尚品店,温州市,"瓯北镇双塔路2116号, 鹿城区学院中路人才大厦107-3室101单元",120.63,28.04,Zhejiang,Wenzhou
温州人才大厦店,温州市,"浙江省温州市, 万达广场",120.7,28.0,Zhejiang,Wenzhou
温州平阳万达广场店,温州市,"平阳县鳌江镇车站大道88号, 乐清市清远路221号",120.56,27.62,Zhejiang,Wenzhou
乐清时代店,温州市,"乐成镇, 乐清时代, 瑞安时代广场",120.97,28.11,Zhejiang,Wenzhou
瑞安时代广场店,温州市,"罗阳大道699号, 瓯海区温瑞大道999号1-2层",120.66,27.78,Zhejiang,Wenzhou
温州万象城商业街店,温州市,"浙江省温州市, S101-103室,S201a-203a室, 1054-1158号一层1001单元",120.69,27.95,Zhejiang,Wenzhou
温州苍南银泰店,温州市,"苍南县灵溪镇玉苍路, 湖州市公园路168号（公园路与南街交叉口）",120.43,27.51,Zhejiang,Wenzhou
湖州浙北中心店,湖州市,"吴兴区, 湖州浙北中心, 湖州市人民路85号",120.1,30.87,Zhejiang,Huzhou
湖州爱山广场店,湖州市,"湖州, 爱山广场, 东吴国际龙玺公馆湖州银泰城1-13",120.1,30.87,Zhejiang,Huzhou
湖州银泰城店,湖州市,"吴兴区, 安吉浙北大厦",120.1,30.87,Zhejiang,Huzhou
安吉浙北大厦店,湖州市,"安吉县云鸿东路1号, 滨河路666号E1127，E2153室",119.69,30.62,Zhejiang,Huzhou
湖州凤凰时代广场店,湖州市,"吴兴区, 湖州凤凰时代广场",120.09,30.87,Zhejiang,Huzhou
湖州梅地亚广场店,湖州市,吴兴区新华路658号,120.12,30.87,Zhejiang,Huzhou
湖州长兴海洋城店,湖州市,"长兴县海洋城2幢119号, 吴兴区勤劳街181号5单元",119.9,31.04,Zhejiang,Huzhou
湖州状元街店,湖州市,"浙江省湖州市, 南浔区人瑞路9999号一层103单元",120.09,30.86,Zhejiang,Huzhou
湖州南浔浙北店,湖州市,"浙江省湖州市, 吴兴区大升路899号一层1052单元",120.41,30.86,Zhejiang,Huzhou
湖州万达广场店,湖州市,"浙江省湖州市, 安吉经典1958",120.14,30.86,Zhejiang,Huzhou
湖州安吉经典1958店,湖州市,"昌硕街道递铺中路19号1号楼, 解放西路2号",119.69,30.64,Zhejiang,Huzhou
长兴八佰伴店,湖州市,"长兴县, 马山镇宋家娄村",119.91,31.0,Zhejiang,Huzhou
G92高速绍兴服务区北区店,绍兴市,"浙江省绍兴市, （绍兴服务区北区B02商铺）",120.64,30.1,Zhejiang,Shanxing
诸暨雄风新天地店,绍兴市,"苎萝东路555号, 迪扬路1339号",120.27,29.7,Zhejiang,Shanxing
绍兴柯桥天虹店,绍兴市,"柯桥, 天虹百货1楼, 越城区解放北路449号1F-001商铺",120.49,30.08,Zhejiang,Shanxing
绍兴国商购物中心店,绍兴市,"浙江省绍兴市, 胜利东路389号",120.58,30.0,Zhejiang,Shanxing
绍兴昆仑国际店,绍兴市,"越城区, 钱陶路799号一层1F-11,1F-12商铺",120.6,30.0,Zhejiang,Shanxing
绍兴柯桥万达南门店,绍兴市,"绍兴市柯桥区, 柯桥区, 柯桥钱陶公路799号",120.51,30.09,Zhejiang,Shanxing
绍兴万达店,绍兴市,"绍兴县, 万达广场室内步行街地面一层1067, 嵊州市鹿山路6号",120.51,30.09,Zhejiang,Shanxing
绍兴嵊州鹿山广场店,绍兴市,"浙江省绍兴市, 嵊州鹿山广场1层1F-059A商铺, 笛扬路1533号",120.83,29.59,Zhejiang,Shanxing
绍兴柯桥银泰店,绍兴市,"柯桥区, 一至二层01058号铺位, 马山镇宋家娄村",120.49,30.09,Zhejiang,Shanxing
G92高速绍兴服务区南区店,绍兴市,"浙江省绍兴市, （绍兴服务区南区N02商铺）, 汇金艺术生活广场1楼1019号",120.64,30.1,Zhejiang,Shanxing
绍兴汇金店,绍兴市,"解放北路199号, 上虞区称山北路399号一层1033号商铺",120.58,30.01,Zhejiang,Shanxing
绍兴上虞万达广场店,绍兴市,"浙江省绍兴市, 新昌世贸广场",120.85,30.05,Zhejiang,Shanxing
绍兴新昌世贸店,绍兴市,"新昌县鼓山东路196号1层001商铺, 市民大道688号",120.9,29.5,Zhejiang,Shanxing
绍兴上虞万和城店,绍兴市,"上虞区, 上百万和城, 解放南路777号",120.88,30.03,Zhejiang,Shanxing
绍兴金帝银泰店,绍兴市,"越城区, 绍兴金帝银泰, 胜利东路366号",120.58,29.98,Zhejiang,Shanxing
绍兴世贸店,绍兴市,"越城区, 世茂城购物中心1-A-14, 越城区中兴中路35号以及37号的部分区域",120.6,30.0,Zhejiang,Shanxing
绍兴中惠百货店,绍兴市,"浙江省绍兴市, （1-2,7-10商铺）",120.59,30.0,Zhejiang,Shanxing
绍兴鲁迅故里店,绍兴市,"越城区鲁迅中路209号一层, 临城新城海宇道99号",120.58,29.99,Zhejiang,Shanxing
舟山银泰店,舟山市,"定海区, 银泰百货1F-E-3, 普渡路2号",122.21,29.99,Zhejiang,Zhoushan
舟山蜈蚣峙店,舟山市,"普陀区, 蜈蚣峙码头, 解放西路106号一楼007室",122.37,29.95,Zhejiang,Zhoushan
舟山太平洋百货店,舟山市,"定海区, 普陀区海印路780-1号",122.1,30.02,Zhejiang,Zhoushan
舟山普陀美乐汇店,舟山市,"浙江省舟山市, 兴普大道288号",122.32,29.97,Zhejiang,Zhoushan
舟山凯虹广场店,舟山市,"普陀区, 凯虹广场, 市心中路123-A号顺发旺角城新天地金座7幢101-1号",122.32,29.97,Zhejiang,Zhoushan
萧山旺角城店,萧山市,"萧山区, 萧山顺发旺角城新天地, 柯城区南街2幢一层L1-06商铺",120.27,30.17,,
衢州国金中心店,衢州市,"浙江省衢州市, 上街96号",118.87,28.96,Zhejiang,Quzhou
