StoreName,CityName,StreetAddress1,StreetAddress3,latitude,longitude,province,cityE
上海高尚领域1F店,上海市,上海市上海市,上海市普陀区上海市普陀区礼泉路719号1楼的L101号,31.253843,121.408255,Shanghai,Shanghai
上海陆家嘴滨江中心店,上海市,上海市上海市,上海市浦东新区滨江大道5159号N5座地上1层L104B单元,31.211216,121.51348,Shanghai,Shanghai
上海七莘红点城店,上海市,上海市上海市,上海市闵行区七莘路1809弄1、4、5号地下1、1_3层L1-148-1,31.133768,121.362679,Shanghai,Shanghai
上海慎余里非遗概念店,上海市,上海市上海市,上海市静安区福建北路100号苏河湾万象天地西里慎余里星巴克,31.24295574,121.4772441,Shanghai,Shanghai
上海松江通跃路店,上海市,上海市上海市,上海市松江区通跃路161号1层、绿城路361号1层、绿城路363号1层、绿城路365号1层、嘉松南路408号128号,31.03190933,121.2313843,Shanghai,Shanghai
上海海纳创联园店,上海市,上海市上海市,上海市长宁区延安西路1536号,31.20872731,121.4213812,Shanghai,Shanghai
上海凤庆路店,上海市,上海市上海市,上海市闵行区凤庆路213号-215号,31.02088773,121.414032,Shanghai,Shanghai
上海龙湖金汇天街店,上海市,上海市上海市,上海市奉贤区南行港路388号,30.96788755,121.5111741,Shanghai,Shanghai
上海富锦路地铁站店,上海市,上海市上海市,上海市宝山区蕰川路2462号101,31.39355701,121.4241171,Shanghai,Shanghai
上海静安MOHO店,上海市,上海市上海市,上海市静安区江宁路699号地下一层B1-47,31.23746285,121.4480853,Shanghai,Shanghai
上海宏汇莲花广场店,上海市,上海市上海市,上海市闵行区莲花路1308号2幢1层107室,31.15637169,121.3963914,Shanghai,Shanghai
